-8.2554E+01,-1.8831E+01,-1.4524E+02,1.7286E+01,5.0823E+01,2.7784E+02,2.7605E+01,2.7605E+01
-7.1382E+01,1.9866E+01,-7.3005E+01,4.5663E+01,2.2883E+02,2.2109E+02,4.3083E+01,-2.657E+01
-1.3283E+02,4.3871E+00,-4.9788E+01,4.8243E+01,2.2625E+02,7.1461E+01,5.0823E+01,-1.6251E+01
-1.049E+02,2.7605E+01,-1.4782E+02,7.404E+01,2.7268E+02,1.8239E+02,1.4706E+01,-1.8831E+01
-1.7193E+02,-3.3521E+00,-3.6889E+01,-1.1091E+01,1.6433E+02,2.83E+02,5.3403E+01,-1.6251E+01
-1.8031E+02,-1.3671E+01,7.662E+01,1.4706E+01,2.5204E+02,2.5462E+02,3.0185E+01,-2.141E+01
-1.6355E+02,-1.3671E+01,8.9519E+01,-3.6889E+01,1.2564E+02,3.1138E+02,4.3871E+00,1.8074E+00
-1.8869E+02,-1.8831E+01,-1.8831E+01,-2.915E+01,1.179E+02,3.5781E+02,4.8243E+01,-3.6889E+01
-1.831E+02,-4.9788E+01,8.9519E+01,-1.6251E+01,8.9519E+01,2.3141E+02,6.8881E+01,-2.141E+01
-2.0265E+02,-8.5116E+00,1.2048E+02,-1.0138E+02,2.2445E+01,3.7071E+02,6.1142E+01,-5.9319E+00
-1.2445E+02,-7.7238E-01,1.1532E+02,-1.5298E+02,-1.8651E+02,2.2883E+02,9.4678E+01,-1.6251E+01
-1.1607E+02,-1.8831E+01,8.9519E+01,-1.7104E+02,-7.3005E+01,2.701E+02,4.8243E+01,4.3871E+00
-1.1048E+02,1.7286E+01,1.8074E+00,-1.4266E+02,-1.9167E+02,1.5659E+02,3.2764E+01,-1.3671E+01
-1.1328E+02,3.0185E+01,-7.5585E+01,-1.0138E+02,-1.9425E+02,2.0045E+02,3.5344E+01,-8.5116E+00
-4.9038E+01,4.3871E+00,-8.5116E+00,-1.7362E+02,-1.2718E+02,1.3596E+02,1.7286E+01,-8.5116E+00
-1.5523E+01,6.6301E+01,1.9866E+01,-2.9744E+02,-1.7104E+02,1.6691E+02,3.0185E+01,-1.6251E+01
-3.228E+01,3.5344E+01,-9.8803E+01,-2.5101E+02,-1.4782E+02,1.6691E+02,3.5344E+01,-7.7238E-01
-3.4309E+01,-3.6889E+01,-1.0654E+02,-2.0715E+02,-6.5266E+01,1.1016E+02,1.7286E+01,8.178E+01
3.5344E+01,-4.4628E+01,-3.6889E+01,-2.3811E+02,-2.3811E+02,2.3399E+02,6.9669E+00,4.0504E+01
1.5401E+02,-3.3521E+00,-3.6889E+01,-2.8197E+02,-2.2263E+02,2.8816E+02,-5.4947E+01,1.8074E+00
1.1532E+02,4.3871E+00,-2.141E+01,-2.8197E+02,-8.3325E+01,2.9848E+02,-5.7527E+01,-5.7527E+01
4.4037E+02,-1.0396E+02,1.4885E+02,-3.542E+02,6.1142E+01,1.7723E+02,-1.3671E+01,-1.6251E+01
4.5069E+02,-1.2718E+02,-7.8165E+01,-4.5481E+02,1.5401E+02,1.4885E+02,-3.6889E+01,-7.7238E-01
3.2428E+02,-1.2718E+02,-1.0912E+02,-4.6513E+02,3.5265E+02,1.3853E+02,-3.6889E+01,1.7286E+01
2.3656E+02,-1.0396E+02,-2.2263E+02,-3.6968E+02,6.5449E+02,1.8239E+02,2.5025E+01,7.404E+01
1.6433E+02,-1.1686E+02,-1.6072E+02,-3.9031E+02,3.0106E+02,2.9848E+02,-7.7238E-01,2.2445E+01
1.2306E+02,-7.5585E+01,-1.5556E+02,-4.3417E+02,2.701E+02,1.7465E+02,-5.7527E+01,5.0823E+01
5.3403E+01,-1.4008E+02,-9.8803E+01,-4.2643E+02,3.5781E+02,1.7207E+02,-6.7846E+01,2.2445E+01
-6.7846E+01,-6.7846E+01,1.7207E+02,-4.7803E+02,3.6555E+02,1.4885E+02,-9.8803E+01,3.7924E+01
-7.5585E+01,-2.657E+01,2.443E+02,-4.8835E+02,3.8877E+02,7.662E+01,-1.5814E+02,1.8074E+00
-6.7846E+01,-5.2367E+01,2.3656E+02,-6.1733E+02,4.3779E+02,-1.7878E+02,-1.375E+02,2.7605E+01
-7.8165E+01,-3.4309E+01,3.3975E+02,-6.1475E+02,4.3005E+02,-2.2521E+02,-1.5556E+02,3.7924E+01
-4.2048E+01,-1.6251E+01,2.3141E+02,-5.2704E+02,6.2095E+02,-9.3644E+01,-1.8909E+02,1.7286E+01
-1.5298E+02,1.9866E+01,1.3338E+02,-4.6771E+02,5.2808E+02,-7.0426E+01,-2.3811E+02,-7.7238E-01
-1.6072E+02,1.8074E+00,6.6301E+01,-3.7742E+02,6.9576E+02,-1.4524E+02,-2.3811E+02,-1.1091E+01
-2.3553E+02,-7.7238E-01,2.0819E+02,-3.8258E+02,7.422E+02,-7.5585E+01,-2.7423E+02,-7.7238E-01
-2.6133E+02,-3.3521E+00,2.0561E+02,-3.8516E+02,6.1063E+02,1.2126E+01,-3.4388E+02,9.5466E+00
-2.5617E+02,-7.7238E-01,1.4111E+02,-3.5162E+02,5.3582E+02,-5.9319E+00,-3.1034E+02,-3.3521E+00
-2.5359E+02,3.2764E+01,8.6939E+01,-2.5617E+02,5.3066E+02,5.0823E+01,-3.2582E+02,3.2764E+01
-1.762E+02,5.0823E+01,1.179E+02,-2.2521E+02,4.0425E+02,1.4885E+02,-3.0518E+02,4.3083E+01
-1.633E+02,9.5466E+00,2.5978E+02,-1.6588E+02,3.7587E+02,-4.9788E+01,-3.5678E+02,-7.7238E-01